,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine(in-CC),Power(in-bhp),Colour,Seats,Price,company_name
226,Renault Scala,Pune,2016,52126.0,Diesel,Manual,21.64,1461,84.8,Others,5.0,6.0,Renault
227,Hyundai Verna,Bangalore,2014,95000.0,Diesel,Manual,22.32,1582,126.32,Others,5.0,6.9,Hyundai
228,Hyundai Santa,Delhi,2014,110000.0,Diesel,Automatic,13.01,2199,194.3,Others,7.0,12.9,Hyundai
229,Mahindra XUV500,Kolkata,2014,55000.0,Diesel,Manual,16.0,2179,140.0,Black/Silver,7.0,8.5,Mahindra
230,Honda Amaze,Kolkata,2014,84677.0,Diesel,Manual,25.8,1498,98.6,Black/Silver,5.0,3.0,Honda
231,Land Rover Discovery,Delhi,2016,70000.0,Diesel,Automatic,12.97,2179,187.7,White,5.0,35.0,Land
233,Mercedes-Benz B,Kochi,2014,37245.0,Petrol,Automatic,14.8,1595,120.7,White,5.0,11.96,Mercedes-Benz
234,Ford EcoSport,Kochi,2017,78526.0,Diesel,Manual,23.0,1498,98.96,Black/Silver,5.0,8.09,Ford
235,Mahindra XUV500,Kochi,2014,63288.0,Diesel,Manual,15.1,2179,140.0,White,7.0,7.77,Mahindra
236,Maruti Swift,Bangalore,2013,38623.0,Petrol,Manual,19.1,1197,85.8,White,5.0,5.0,Maruti
237,Hyundai Creta,Bangalore,2016,40000.0,Petrol,Manual,15.29,1591,121.3,Others,5.0,11.5,Hyundai
238,Honda City,Mumbai,2013,60669.0,Petrol,Manual,16.8,1497,116.3,Others,5.0,4.95,Honda
239,Volkswagen Vento,Pune,2011,66000.0,Petrol,Manual,15.04,1598,103.6,Black/Silver,5.0,4.25,Volkswagen
240,Mahindra TUV,Coimbatore,2017,49404.0,Diesel,Manual,18.49,1493,100.0,Others,7.0,7.36,Mahindra
241,Hyundai i10,Hyderabad,2013,89000.0,Petrol,Automatic,19.2,1197,80.0,White,5.0,4.19,Hyundai
242,Toyota Innova,Hyderabad,2010,109000.0,Diesel,Manual,12.99,2494,100.6,Others,7.0,8.26,Toyota
243,Hyundai Verna,Kochi,2012,54308.0,Petrol,Manual,17.1,1591,121.3,White,5.0,4.28,Hyundai
244,Volkswagen Vento,Kochi,2015,57026.0,Petrol,Manual,15.04,1598,103.6,White,5.0,5.54,Volkswagen
245,Hyundai Verna,Bangalore,2011,60000.0,Petrol,Manual,16.2,1599,103.2,Black/Silver,5.0,3.95,Hyundai
246,Hyundai Creta,Coimbatore,2016,47392.0,Diesel,Manual,20.5,1582,126.2,Black/Silver,5.0,13.82,Hyundai
247,Toyota Fortuner,Ahmedabad,2017,15000.0,Diesel,Automatic,12.9,2755,174.5,Others,7.0,30.0,Toyota
248,Toyota Fortuner,Delhi,2015,92000.0,Diesel,Automatic,12.55,2982,168.5,White,7.0,19.75,Toyota
249,Maruti Grand,Chennai,2008,77000.0,Petrol,Automatic,9.7,1995,163.5,Black/Silver,5.0,5.5,Maruti
250,Maruti SX4,Chennai,2011,80000.0,Diesel,Manual,21.5,1248,88.8,Black/Silver,5.0,3.5,Maruti
251,Maruti Wagon,Mumbai,2010,12000.0,Petrol,Manual,22.5,998,67.04,Others,5.0,2.45,Maruti
252,Audi Q7,Mumbai,2015,65938.0,Diesel,Automatic,12.07,2967,241.4,White,7.0,38.0,Audi
253,Hyundai Grand,Coimbatore,2015,69053.0,Petrol,Automatic,18.9,1197,82.0,White,5.0,5.72,Hyundai
254,Honda Amaze,Kochi,2016,40866.0,Petrol,Manual,19.5,1199,86.76,White,5.0,5.47,Honda
255,Ford Endeavour,Chennai,2016,43000.0,Diesel,Automatic,10.91,3198,197.2,Others,7.0,26.5,Ford
256,Hyundai i20,Kochi,2019,12800.0,Petrol,Manual,18.6,1197,81.83,Others,5.0,7.67,Hyundai
257,Tata Hexa,Coimbatore,2019,14233.0,Diesel,Automatic,17.6,2179,153.86,White,7.0,17.85,Tata
258,Skoda Octavia,Mumbai,2015,23000.0,Diesel,Automatic,19.3,1968,141.0,Black/Silver,5.0,15.75,Skoda
259,Toyota Fortuner,Delhi,2013,71000.0,Diesel,Manual,13.0,2982,168.5,White,7.0,15.25,Toyota
260,Maruti Wagon,Jaipur,2015,64876.0,Petrol,Manual,21.5,1197,81.8,Black/Silver,5.0,3.5,Maruti
261,Renault KWID,Mumbai,2016,8554.0,Petrol,Manual,25.17,799,53.3,Black/Silver,5.0,3.2,Renault
262,Maruti Ciaz,Kochi,2016,51950.0,Petrol,Manual,20.73,1373,91.1,Others,5.0,6.75,Maruti
263,Hyundai Elite,Kochi,2017,13460.0,Petrol,Manual,18.6,1197,81.86,White,5.0,8.91,Hyundai
264,Honda City,Delhi,2010,80302.0,Petrol,Manual,17.0,1497,118.0,Black/Silver,5.0,3.5,Honda
265,Hyundai Accent,Bangalore,2008,80000.0,Petrol,Manual,13.2,1495,94.0,Black/Silver,5.0,1.9,Hyundai
266,Chevrolet Beat,Bangalore,2015,66000.0,Diesel,Manual,25.44,936,56.3,White,5.0,2.35,Chevrolet
267,Hyundai i10,Ahmedabad,2008,60000.0,Petrol,Manual,19.81,1086,68.05,Others,5.0,1.99,Hyundai
268,Maruti Ciaz,Kochi,2016,40810.0,Diesel,Manual,28.09,1248,88.5,Others,5.0,7.9,Maruti
269,Maruti Ciaz,Mumbai,2015,30000.0,Petrol,Manual,20.73,1373,91.1,White,5.0,6.55,Maruti
270,Volkswagen Polo,Coimbatore,2013,56526.0,Petrol,Manual,15.26,1598,103.5,Black/Silver,5.0,5.84,Volkswagen
271,Mercedes-Benz E-Class,Kolkata,2009,43600.0,Petrol,Automatic,10.93,3498,272.0,White,5.0,10.24,Mercedes-Benz
272,Maruti Alto,Hyderabad,2013,90121.0,Petrol,Manual,20.92,998,67.1,Others,5.0,2.2,Maruti
273,Mahindra TUV,Kochi,2017,57259.0,Diesel,Manual,18.49,1493,100.0,Black/Silver,7.0,8.87,Mahindra
274,Mercedes-Benz GLE,Hyderabad,2017,29000.0,Diesel,Automatic,17.9,2143,201.15,Others,5.0,57.0,Mercedes-Benz
275,Hyundai i20,Pune,2016,21000.0,Petrol,Manual,18.6,1197,81.83,White,5.0,6.3,Hyundai
276,Ford Figo,Coimbatore,2013,44731.0,Diesel,Manual,20.0,1399,68.0,Black/Silver,5.0,4.34,Ford
277,Fiat Linea,Mumbai,2011,48000.0,Petrol,Manual,16.0,1368,90.0,Others,5.0,3.0,Fiat
278,Mercedes-Benz New,Jaipur,2009,116000.0,Diesel,Manual,15.8,2148,170.0,White,5.0,8.5,Mercedes-Benz
279,Tata Hexa,Pune,2017,39800.0,Diesel,Manual,17.6,2179,153.86,Others,7.0,14.25,Tata
280,Hyundai Verna,Chennai,2013,85350.0,Diesel,Manual,22.32,1582,126.32,Others,5.0,5.7,Hyundai
281,Hyundai i10,Ahmedabad,2012,37229.0,Petrol,Automatic,16.95,1197,78.9,White,5.0,3.41,Hyundai
282,Mahindra Scorpio,Bangalore,2005,60000.0,Diesel,Manual,10.5,2179,120.0,White,8.0,4.0,Mahindra
283,Hyundai Grand,Hyderabad,2016,75700.0,Diesel,Manual,24.0,1120,70.0,Others,5.0,5.7,Hyundai
284,Hyundai Elantra,Ahmedabad,2014,49000.0,Diesel,Automatic,18.23,1582,126.2,Others,5.0,8.9,Hyundai
285,Maruti Omni,Jaipur,2011,35000.0,Petrol,Manual,19.7,796,35.0,White,5.0,1.85,Maruti
286,Honda City,Bangalore,2011,60000.0,Petrol,Manual,17.0,1497,118.0,White,5.0,4.95,Honda
287,Audi Q5,Coimbatore,2018,29091.0,Diesel,Automatic,13.22,2967,241.4,Black/Silver,5.0,45.52,Audi
288,Audi A4,Bangalore,2014,29063.0,Diesel,Automatic,17.11,1968,174.33,Others,5.0,25.75,Audi
289,Volkswagen Vento,Chennai,2014,70010.0,Diesel,Manual,20.54,1598,103.6,Others,5.0,5.25,Volkswagen
290,Maruti Alto,Jaipur,2019,3000.0,Petrol,Manual,24.7,796,47.3,White,5.0,3.5,Maruti
291,Toyota Corolla,Chennai,2008,86000.0,Petrol,Manual,14.53,1798,138.1,Others,5.0,3.5,Toyota
292,Maruti Swift,Delhi,2014,52000.0,Diesel,Manual,23.4,1248,74.0,Others,5.0,5.25,Maruti
293,Audi A4,Kochi,2014,55730.0,Diesel,Automatic,16.55,1968,147.51,Others,5.0,15.21,Audi
294,Hyundai Grand,Kochi,2016,26038.0,Petrol,Manual,18.9,1197,82.0,White,5.0,5.43,Hyundai
295,Volkswagen Passat,Kolkata,2011,42500.0,Diesel,Automatic,18.33,1968,167.7,Black/Silver,5.0,5.25,Volkswagen
296,Maruti Ritz,Kolkata,2011,35888.0,Diesel,Manual,21.1,1248,73.9,White,5.0,1.89,Maruti
297,Hyundai i10,Kochi,2013,46821.0,Petrol,Manual,20.36,1197,78.9,Black/Silver,5.0,3.42,Hyundai
298,Porsche Panamera,Delhi,2013,48000.0,Diesel,Automatic,17.85,2967,300.0,Black/Silver,4.0,50.5,Porsche
299,Maruti Alto,Hyderabad,2012,67147.0,Petrol,Manual,19.7,796,46.3,Others,5.0,2.6,Maruti
300,Ford Endeavour,Delhi,2017,38000.0,Diesel,Automatic,10.91,3198,197.0,White,7.0,30.48,Ford
301,Maruti Vitara,Kochi,2019,34688.0,Diesel,Manual,24.3,1248,88.5,Black/Silver,5.0,10.49,Maruti
302,Hyundai EON,Chennai,2014,37000.0,Petrol,Manual,21.1,814,55.2,Others,5.0,3.25,Hyundai
303,Hyundai i10,Kochi,2013,56075.0,Petrol,Manual,19.81,1086,68.05,White,5.0,3.12,Hyundai
304,Hyundai i20,Kolkata,2009,43000.0,Petrol,Manual,17.0,1197,80.0,White,5.0,1.99,Hyundai
305,Honda BRV,Mumbai,2017,17000.0,Petrol,Automatic,16.0,1497,117.3,Black/Silver,7.0,9.5,Honda
306,Hyundai i10,Delhi,2015,34951.0,Petrol,Manual,20.36,1197,78.9,White,5.0,3.15,Hyundai
307,Maruti Swift,Delhi,2015,51000.0,Diesel,Manual,22.9,1248,74.0,Black/Silver,5.0,4.74,Maruti
308,Mini Cooper,Mumbai,2016,11000.0,Diesel,Automatic,20.7,1496,113.98,Others,5.0,29.5,Mini
309,Maruti Alto,Kolkata,2008,42000.0,Petrol,Manual,19.7,796,46.3,Others,5.0,1.09,Maruti
310,Maruti Ciaz,Jaipur,2015,40500.0,Diesel,Manual,28.09,1248,88.5,White,5.0,7.1,Maruti
311,Tata Indica,Jaipur,2009,117000.0,Diesel,Manual,18.0,1248,75.0,Black/Silver,5.0,1.1,Tata
312,Volkswagen Vento,Pune,2013,65000.0,Petrol,Manual,15.04,1598,103.6,Black/Silver,5.0,4.5,Volkswagen
313,Maruti Baleno,Coimbatore,2019,17705.0,Petrol,Manual,21.4,1197,83.1,Others,5.0,8.7,Maruti
314,Hyundai i20,Delhi,2017,25500.0,Diesel,Manual,22.54,1396,88.73,Black/Silver,5.0,7.0,Hyundai
315,Tata Indigo,Kolkata,2016,78000.0,Diesel,Manual,25.0,1396,69.01,Others,5.0,2.3,Tata
316,Tata Zest,Kochi,2016,54199.0,Diesel,Manual,23.0,1248,88.8,Others,5.0,5.0,Tata
317,Ford EcoSport,Delhi,2017,39000.0,Diesel,Manual,23.0,1498,98.96,Others,5.0,8.45,Ford
318,Honda City,Kolkata,2009,31423.0,Petrol,Manual,17.0,1497,118.0,Others,5.0,1.99,Honda
319,Maruti Alto,Kolkata,2016,31000.0,Petrol,Manual,24.7,796,47.3,Black/Silver,5.0,2.15,Maruti
320,Maruti Swift,Chennai,2012,63000.0,Diesel,Manual,22.9,1248,74.0,White,5.0,4.5,Maruti
321,Hyundai Grand,Ahmedabad,2017,17125.0,Petrol,Manual,18.9,1197,82.0,White,5.0,5.4,Hyundai
322,Hyundai Santa,Coimbatore,2016,28881.0,Diesel,Automatic,13.01,2199,194.3,White,7.0,21.37,Hyundai
323,BMW 5,Mumbai,2012,61240.0,Diesel,Automatic,22.48,1995,190.0,Others,5.0,17.5,BMW
324,Renault Duster,Jaipur,2015,55000.0,Diesel,Manual,19.87,1461,83.8,Black/Silver,5.0,6.5,Renault
325,Maruti Ertiga,Delhi,2014,17585.0,Petrol,Manual,16.02,1373,93.7,Others,7.0,6.35,Maruti
326,Maruti Swift,Kolkata,2016,85450.0,Diesel,Manual,26.59,1248,74.0,Others,5.0,4.0,Maruti
327,Maruti A-Star,Hyderabad,2009,61964.0,Petrol,Manual,19.0,998,66.1,White,5.0,2.25,Maruti
328,Volkswagen Vento,Mumbai,2014,45000.0,Petrol,Manual,15.04,1598,103.6,Others,5.0,4.8,Volkswagen
329,Mercedes-Benz New,Mumbai,2015,16329.0,Diesel,Automatic,19.27,2143,170.0,White,5.0,30.3,Mercedes-Benz
330,Maruti Swift,Coimbatore,2008,50121.0,Petrol,Manual,20.4,1197,83.11,White,5.0,3.41,Maruti
331,Toyota Etios,Chennai,2013,67620.0,Petrol,Manual,17.6,1496,88.8,White,5.0,4.2,Toyota
332,Audi Q5,Chennai,2014,25000.0,Diesel,Automatic,12.19,2967,236.0,White,5.0,44.0,Audi
333,Skoda Superb,Delhi,2011,78000.0,Petrol,Automatic,13.7,1798,157.75,Black/Silver,5.0,4.5,Skoda
334,Volkswagen Vento,Chennai,2011,37000.0,Petrol,Manual,15.04,1598,103.6,Black/Silver,5.0,4.8,Volkswagen
335,Maruti Wagon,Mumbai,2010,19119.0,Petrol,Manual,18.9,998,67.1,Others,5.0,2.7,Maruti
336,Hyundai i20,Kochi,2017,51612.0,Petrol,Manual,18.6,1197,81.83,Black/Silver,5.0,7.11,Hyundai
337,Toyota Innova,Chennai,2016,90000.0,Diesel,Manual,12.99,2494,100.6,White,7.0,13.9,Toyota
338,Honda City,Kolkata,2008,40000.0,Petrol,Manual,17.7,1497,78.0,White,5.0,1.8,Honda
339,Tata Nano,Pune,2011,65000.0,Petrol,Manual,26.0,624,35.0,White,4.0,0.44,Tata
340,Maruti Ertiga,Chennai,2012,87000.0,Diesel,Manual,20.77,1248,88.76,Others,7.0,6.0,Maruti
342,Audi A4,Hyderabad,2014,53000.0,Diesel,Automatic,16.55,1968,140.0,White,5.0,20.5,Audi
343,Renault Duster,Ahmedabad,2014,55000.0,Diesel,Manual,20.45,1461,83.8,White,5.0,4.75,Renault
344,Audi A6,Kolkata,2013,31000.0,Diesel,Automatic,17.68,1968,174.33,Black/Silver,5.0,18.95,Audi
345,Honda Jazz,Kolkata,2010,45000.0,Petrol,Manual,16.7,1198,88.8,Black/Silver,5.0,1.99,Honda
346,Maruti Swift,Mumbai,2015,130000.0,Diesel,Manual,23.4,1248,74.0,White,5.0,3.25,Maruti
347,Ford Endeavour,Chennai,2011,100000.0,Diesel,Automatic,11.4,2953,153.86,White,7.0,8.5,Ford
348,Skoda Rapid,Kochi,2016,35058.0,Petrol,Manual,15.0,1598,103.52,Black/Silver,5.0,6.54,Skoda
349,Maruti Alto,Coimbatore,2010,48105.0,Petrol,Manual,19.7,796,46.3,White,5.0,3.1,Maruti
350,Maruti Swift,Delhi,2011,69313.0,Petrol,Manual,17.5,1197,85.8,White,5.0,2.65,Maruti
351,Maruti Omni,Hyderabad,2015,52950.0,Petrol,Manual,14.0,796,35.0,White,5.0,2.35,Maruti
352,Tata Indigo,Jaipur,2016,65000.0,Diesel,Manual,25.0,1396,69.01,White,5.0,2.8,Tata
353,Maruti Swift,Chennai,2014,54000.0,Petrol,Manual,16.1,1197,85.0,Black/Silver,5.0,4.5,Maruti
354,Honda City,Mumbai,2015,42366.0,Petrol,Manual,17.8,1497,117.3,Black/Silver,5.0,7.75,Honda
355,Maruti Dzire,Jaipur,2013,77084.0,Diesel,Manual,28.4,1248,73.75,White,5.0,4.95,Maruti
356,Ford Figo,Pune,2010,129986.0,Diesel,Manual,20.0,1399,68.0,Black/Silver,5.0,3.2,Ford
357,Ford Ecosport,Coimbatore,2015,28232.0,Petrol,Manual,15.8,1499,110.0,Black/Silver,5.0,7.72,Ford
358,Maruti Alto,Kolkata,2007,18700.0,Petrol,Manual,19.7,796,46.3,Others,5.0,1.25,Maruti
359,Volkswagen Polo,Hyderabad,2013,86300.0,Diesel,Manual,22.07,1199,73.9,White,5.0,4.5,Volkswagen
360,Chevrolet Sail,Jaipur,2013,48000.0,Petrol,Manual,18.2,1199,82.4,Black/Silver,5.0,3.25,Chevrolet
361,Honda City,Kolkata,2006,44000.0,Petrol,Automatic,16.4,1497,78.0,Others,5.0,1.5,Honda
362,BMW X5,Mumbai,2015,41000.0,Diesel,Automatic,15.3,2993,258.0,Others,5.0,45.0,BMW
364,Maruti Swift,Coimbatore,2012,78212.0,Petrol,Manual,16.1,1298,88.2,White,5.0,5.35,Maruti
365,Volkswagen Tiguan,Jaipur,2017,50510.0,Diesel,Automatic,17.06,1968,141.0,White,5.0,24.9,Volkswagen
366,Ford Figo,Bangalore,2012,32510.0,Diesel,Manual,20.0,1399,68.0,White,5.0,3.75,Ford
367,Hyundai Grand,Jaipur,2015,50000.0,Diesel,Manual,24.0,1120,70.0,Black/Silver,5.0,4.0,Hyundai
368,Hyundai Creta,Coimbatore,2016,58671.0,Diesel,Automatic,17.01,1582,126.2,Black/Silver,5.0,14.25,Hyundai
369,Toyota Innova,Delhi,2011,150000.0,Diesel,Manual,12.99,2494,100.6,Others,8.0,6.95,Toyota
370,Toyota Innova,Kolkata,2016,66618.0,Diesel,Automatic,11.36,2755,171.5,Black/Silver,7.0,15.49,Toyota
371,Ford Figo,Coimbatore,2011,51593.0,Petrol,Manual,15.6,1196,70.0,Black/Silver,5.0,3.47,Ford
372,BMW X5,Chennai,2017,21000.0,Diesel,Automatic,15.97,2993,258.0,Others,5.0,55.0,BMW
373,BMW 5,Kochi,2015,65266.0,Diesel,Automatic,14.69,2993,258.0,White,5.0,31.75,BMW
374,Ford Ecosport,Mumbai,2017,22000.0,Petrol,Manual,18.88,999,123.24,White,5.0,7.85,Ford
375,Honda City,Jaipur,2009,86863.0,Petrol,Manual,17.0,1497,118.0,Black/Silver,5.0,3.6,Honda
376,Mercedes-Benz R-Class,Pune,2010,93000.0,Petrol,Automatic,11.8,3498,272.0,Others,7.0,15.0,Mercedes-Benz
377,Maruti Wagon,Jaipur,2011,80000.0,Petrol,Manual,18.9,998,67.1,Others,5.0,2.5,Maruti
378,Maruti Baleno,Hyderabad,2017,14900.0,Petrol,Automatic,21.4,1197,83.1,Black/Silver,5.0,8.6,Maruti
379,Maruti Celerio,Mumbai,2014,53000.0,Petrol,Automatic,23.1,998,67.04,Black/Silver,5.0,3.8,Maruti
380,Honda Civic,Ahmedabad,2007,51000.0,Petrol,Manual,13.5,1799,130.0,White,5.0,4.9,Honda
381,Mahindra XUV500,Coimbatore,2013,116694.0,Diesel,Manual,15.1,2179,140.0,White,7.0,9.57,Mahindra
382,Toyota Innova,Chennai,2008,192000.0,Diesel,Manual,12.8,2494,102.0,Others,8.0,6.85,Toyota
383,Hyundai Verna,Kochi,2012,32542.0,Petrol,Manual,17.0,1591,121.3,White,5.0,5.77,Hyundai
384,Hyundai i10,Kolkata,2009,43002.0,Petrol,Manual,20.36,1197,78.9,White,5.0,1.92,Hyundai
385,Maruti Vitara,Ahmedabad,2017,33000.0,Diesel,Manual,24.3,1248,88.5,Black/Silver,5.0,9.25,Maruti
386,Honda City,Hyderabad,2014,90000.0,Diesel,Manual,26.0,1498,98.6,Black/Silver,5.0,6.75,Honda
387,Audi A4,Kolkata,2009,34000.0,Diesel,Automatic,16.55,1968,147.51,Others,5.0,9.95,Audi
388,Skoda Rapid,Hyderabad,2013,71803.0,Diesel,Manual,20.5,1598,103.5,Black/Silver,5.0,5.75,Skoda
389,BMW 5,Coimbatore,2012,44450.0,Diesel,Automatic,22.48,1995,190.0,Black/Silver,5.0,24.68,BMW
390,Honda Accord,Chennai,2008,90000.0,Petrol,Automatic,10.2,2354,180.0,Others,5.0,6.5,Honda
392,Maruti Swift,Jaipur,2014,75074.0,Diesel,Manual,23.4,1248,74.0,Others,5.0,5.25,Maruti
393,Mercedes-Benz CLA,Delhi,2016,25000.0,Petrol,Automatic,15.04,1991,183.0,Others,5.0,26.0,Mercedes-Benz
394,Volkswagen Vento,Jaipur,2014,72000.0,Diesel,Manual,20.34,1498,103.2,Others,5.0,4.75,Volkswagen
395,Honda Amaze,Coimbatore,2016,51587.0,Diesel,Manual,25.8,1498,98.6,Others,5.0,5.27,Honda
396,BMW 3,Mumbai,2016,38000.0,Diesel,Automatic,22.69,1995,190.0,Black/Silver,5.0,23.99,BMW
397,Honda City,Coimbatore,2012,42750.0,Petrol,Manual,17.0,1497,118.0,Black/Silver,5.0,6.33,Honda
398,Maruti Ertiga,Hyderabad,2017,17400.0,Diesel,Manual,24.52,1248,88.5,White,7.0,9.75,Maruti
399,Datsun GO,Pune,2017,32851.0,Petrol,Manual,19.83,1198,67.0,White,7.0,3.95,Datsun
400,Ford Aspire,Kolkata,2015,2800.0,Diesel,Manual,26.1,1498,99.0,Black/Silver,5.0,8.41,Ford
401,Mahindra XUV500,Chennai,2014,80000.0,Diesel,Manual,15.1,2179,140.0,Others,7.0,9.4,Mahindra
402,Maruti Celerio,Ahmedabad,2015,42150.0,Diesel,Manual,27.62,793,47.0,White,5.0,3.6,Maruti
403,Toyota Camry,Delhi,2014,67000.0,Petrol,Automatic,19.16,2494,158.2,White,5.0,18.75,Toyota
404,BMW 3,Ahmedabad,2011,100000.0,Diesel,Automatic,22.69,1995,190.0,Others,5.0,10.9,BMW
405,Skoda Rapid,Coimbatore,2015,20826.0,Petrol,Automatic,14.3,1598,103.6,Others,5.0,7.72,Skoda
406,Hyundai i10,Pune,2013,54534.0,Petrol,Automatic,16.95,1197,78.9,Others,5.0,3.65,Hyundai
407,Hyundai i10,Pune,2008,68000.0,Petrol,Manual,16.0,1086,66.7,White,5.0,2.0,Hyundai
408,Maruti Baleno,Coimbatore,2018,33150.0,Petrol,Manual,21.4,1197,83.1,White,5.0,7.39,Maruti
409,Maruti Swift,Chennai,2016,71156.0,Diesel,Manual,26.59,1248,74.0,Black/Silver,5.0,6.5,Maruti
410,Maruti Wagon,Delhi,2014,74663.0,CNG,Manual,33.54,998,67.04,Black/Silver,5.0,3.25,Maruti
411,Hyundai Verna,Pune,2012,94900.0,Diesel,Manual,16.8,1493,110.0,Black/Silver,5.0,5.35,Hyundai
412,Hyundai i10,Mumbai,2009,48000.0,Petrol,Manual,20.36,1197,78.9,White,5.0,2.11,Hyundai
413,Honda Jazz,Mumbai,2016,15399.0,Petrol,Manual,18.7,1199,88.7,Others,5.0,6.4,Honda
414,Hyundai Verna,Pune,2010,95000.0,Petrol,Manual,16.2,1599,103.2,Others,5.0,2.5,Hyundai
415,Chevrolet Cruze,Hyderabad,2011,78203.0,Diesel,Automatic,18.1,1991,147.9,Others,4.0,5.5,Chevrolet
416,Maruti Swift,Kolkata,2015,35000.0,Diesel,Manual,19.3,1248,73.9,Black/Silver,5.0,4.75,Maruti
417,Toyota Fortuner,Chennai,2013,123000.0,Diesel,Manual,12.55,2982,168.5,Black/Silver,7.0,15.0,Toyota
418,Volkswagen Vento,Pune,2016,19000.0,Diesel,Automatic,21.5,1498,108.5,Black/Silver,5.0,10.0,Volkswagen
419,Hyundai Santro,Delhi,2013,60000.0,Petrol,Manual,17.92,1086,62.1,Others,5.0,2.3,Hyundai
420,Skoda Rapid,Ahmedabad,2015,20765.0,Petrol,Manual,15.0,1598,103.52,Others,5.0,6.25,Skoda
421,BMW X5,Mumbai,2015,29500.0,Diesel,Automatic,15.97,2993,258.0,White,7.0,43.0,BMW
422,Hyundai Xcent,Chennai,2015,53000.0,Petrol,Automatic,16.9,1197,81.86,Black/Silver,5.0,4.0,Hyundai
423,Hyundai Verna,Kochi,2015,60519.0,Diesel,Manual,22.32,1582,126.32,Black/Silver,5.0,6.24,Hyundai
424,Nissan Sunny,Chennai,2013,55000.0,Petrol,Manual,16.95,1498,97.7,Black/Silver,5.0,4.3,Nissan
425,Maruti Ertiga,Pune,2016,130000.0,Diesel,Manual,25.47,1248,88.5,Black/Silver,7.0,7.0,Maruti
426,Hyundai Getz,Mumbai,2005,90000.0,Petrol,Manual,15.3,1341,61.0,Others,5.0,1.8,Hyundai
427,Honda Amaze,Hyderabad,2014,74885.0,Diesel,Manual,25.8,1498,98.6,Black/Silver,5.0,5.4,Honda
428,Honda City,Delhi,2009,92000.0,Petrol,Manual,17.0,1497,118.0,Others,5.0,2.25,Honda
429,Nissan Sunny,Kochi,2014,51553.0,Diesel,Manual,21.64,1461,84.8,Others,5.0,5.98,Nissan
430,Maruti Celerio,Hyderabad,2014,58470.0,Petrol,Manual,23.1,998,67.04,White,5.0,3.9,Maruti
431,Maruti Baleno,Mumbai,2018,2000.0,Diesel,Manual,27.39,1248,74.0,Others,5.0,8.7,Maruti
432,Mahindra XUV500,Coimbatore,2016,59711.0,Diesel,Manual,15.1,2179,140.0,White,7.0,13.28,Mahindra
433,Audi A6,Coimbatore,2017,41041.0,Diesel,Automatic,17.68,1968,174.33,Others,5.0,37.56,Audi
434,Datsun redi-GO,Chennai,2016,26239.0,Petrol,Manual,22.7,799,53.0,Others,5.0,2.75,Datsun
435,Tata Indigo,Pune,2013,70000.0,Petrol,Manual,15.4,1193,65.0,White,5.0,1.5,Tata
436,Volkswagen Vento,Mumbai,2014,56058.0,Petrol,Manual,15.04,1598,103.2,Others,5.0,4.95,Volkswagen
437,Honda City,Mumbai,2011,49999.0,Petrol,Manual,17.0,1497,118.0,Black/Silver,5.0,3.8,Honda
438,Mahindra XUV500,Delhi,2011,66000.0,Diesel,Manual,15.1,2179,140.0,White,7.0,5.5,Mahindra
439,Skoda Superb,Delhi,2014,80000.0,Petrol,Automatic,13.7,1798,157.75,Black/Silver,5.0,10.75,Skoda
440,Hyundai i20,Chennai,2011,37442.0,Petrol,Manual,18.5,1197,80.0,Black/Silver,5.0,3.4,Hyundai
441,Hyundai Creta,Coimbatore,2016,47016.0,Petrol,Manual,15.29,1591,121.3,Black/Silver,5.0,9.43,Hyundai
442,Chevrolet Beat,Hyderabad,2010,111111.0,Petrol,Manual,18.6,1199,79.4,Black/Silver,5.0,2.0,Chevrolet
443,Audi A6,Coimbatore,2014,66882.0,Diesel,Automatic,17.68,1968,174.33,White,5.0,25.02,Audi
444,Maruti Swift,Mumbai,2016,18000.0,Petrol,Automatic,18.5,1197,83.14,Others,5.0,6.2,Maruti
445,Renault Duster,Hyderabad,2014,77500.0,Diesel,Manual,20.45,1461,83.8,Black/Silver,5.0,6.6,Renault
446,Toyota Etios,Hyderabad,2015,116000.0,Diesel,Manual,23.59,1364,67.05,Black/Silver,5.0,5.8,Toyota
447,Hyundai EON,Pune,2015,28700.0,Petrol,Manual,21.1,814,55.2,White,5.0,2.6,Hyundai
448,Volkswagen Vento,Mumbai,2016,25500.0,Diesel,Automatic,21.5,1498,108.5,White,5.0,8.95,Volkswagen
449,Skoda Superb,Kolkata,2005,13000.0,Petrol,Automatic,9.3,2771,193.1,Others,5.0,3.25,Skoda
450,Jeep Compass,Coimbatore,2018,48188.0,Diesel,Manual,16.3,1956,170.0,White,5.0,21.69,Jeep
451,Toyota Innova,Chennai,2005,128000.0,Diesel,Manual,12.8,2494,102.0,White,8.0,4.25,Toyota
452,Volkswagen Vento,Bangalore,2012,50000.0,Diesel,Manual,20.54,1598,103.6,Others,5.0,5.5,Volkswagen
453,Maruti Vitara,Kolkata,2018,2900.0,Diesel,Manual,24.3,1248,88.5,White,5.0,8.75,Maruti
454,Hyundai Creta,Coimbatore,2017,29952.0,Petrol,Automatic,13.0,1591,121.3,White,5.0,13.77,Hyundai
455,Audi RS5,Mumbai,2013,23000.0,Petrol,Automatic,11.05,2894,444.0,White,4.0,37.0,Audi
